States,2019,2019_lower, 2019_upper
Balaka,<500 ,<500 , <1000
Blantyre,<1000 ,<1000 , <1000
Blantyre City,1500 ,1400 , 1600
Chikwawa,<1000 ,<1000 , <1000
Chiradzulu,<500 ,<500 , <500
Chitipa,<100 ,<100 , <200
Dedza,<1000 ,<500 , <1000
Dowa,<500 ,<500 , <500
Karonga,<500 ,<500 , <500
Kasungu,<1000 ,<500 , <1000
Likoma,<100 ,<100 , <100
Lilongwe,<1000 ,<1000 , 1100
Lilongwe City,1000 ,<1000 , 1100
Machinga,<1000 ,<1000 , <1000
Mangochi,1600 ,1500 , 1700
Mchinji,<500 ,<500 , <500
Mulanje,<1000 ,<1000 , <1000
Mwanza,<200 ,<100 , <200
Mzimba North,<500 ,<200 , <500
Mzimba South,<500 ,<500 , <500
Mzuzu City,<500 ,<500 , <500
Neno,<200 ,<100 , <200
Nkhatabay,<500 ,<200 , <500
Nkhotakota,<500 ,<500 , <500
Nsanje,<500 ,<500 , <500
Ntcheu,<1000 ,<1000 , <1000
Ntchisi,<200 ,<200 , <200
Phalombe,<500 ,<500 , <1000
Rumphi,<200 ,<200 , <200
Salima,<500 ,<500 , <500
Thyolo,1000 ,<1000 , 1100
Zomba,1000 ,<1000 , 1100
Zomba City,<500 ,<200 , <500
National,18 000 ,15 000,21 000
